,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,EVENT_SOURCE,BNF_SEV_LEVEL,ANSM_SEV_LEVEL,MICROMEDEX_SEV_LEVEL,BNF_EVID_LEVEL,MICROMEDEX_EVID_LEVEL
5620,methadone,oxycodone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5621,methadone,hydromorphone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5622,methadone,hydromorphone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5623,methadone,fentanyl,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5624,methadone,fentanyl,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5625,methadone,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5626,methadone,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5627,methadone,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5628,methadone,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5629,methadone,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5630,methadone,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5631,methadone,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5632,methadone,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5633,methadone,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5634,methadone,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5635,methadone,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5636,methadone,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5637,morphine,oxycodone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5638,morphine,oxycodone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5639,morphine,hydromorphone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5640,morphine,hydromorphone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5641,morphine,fentanyl,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5642,morphine,fentanyl,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5643,morphine,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5644,morphine,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5645,morphine,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5646,morphine,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5647,morphine,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5648,morphine,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5649,morphine,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5650,morphine,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5651,oxycodone,hydromorphone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5652,oxycodone,hydromorphone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5653,oxycodone,fentanyl,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5654,oxycodone,fentanyl,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5655,oxycodone,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5656,oxycodone,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5657,oxycodone,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5658,oxycodone,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5659,hydromorphone,fentanyl,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5660,hydromorphone,fentanyl,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5661,hydromorphone,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5662,hydromorphone,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5663,hydromorphone,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5664,hydromorphone,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5665,hydromorphone,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5666,hydromorphone,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5667,hydromorphone,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5668,hydromorphone,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5669,fentanyl,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5670,fentanyl,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5671,fentanyl,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5672,fentanyl,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5673,fentanyl,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5674,fentanyl,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5675,fentanyl,tapentadol,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5676,fentanyl,tapentadol,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5677,fentanyl,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5678,fentanyl,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5679,fentanyl,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5680,fentanyl,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5681,dihydrocodeine,codeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5682,dihydrocodeine,codeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5683,dihydrocodeine,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5684,dihydrocodeine,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5685,dihydrocodeine,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5686,dihydrocodeine,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5687,codeine,remifentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5688,codeine,remifentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5689,codeine,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5690,codeine,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5691,remifentanil,sufentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5692,remifentanil,sufentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5693,oxycodone,dihydrocodeine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5694,oxycodone,dihydrocodeine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5695,oxycodone,alfentanil,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5696,oxycodone,alfentanil,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5697,meperidine,promethazine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5698,meperidine,promethazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5699,meperidine,methotrimeprazine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5700,meperidine,methotrimeprazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5701,fluphenazine,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5702,fluphenazine,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5703,chlorpromazine,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5704,chlorpromazine,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5705,meperidine,chlorpheniramine,ileus paralytic,10021333,Micromedex,,Not recommended,Major,,Theoretical
5706,buprenorphine,chlorpheniramine,ileus paralytic,10021333,Micromedex,,Not recommended,Major,,Theoretical
5707,chlorpheniramine,tapentadol,ileus paralytic,10021333,Micromedex,,Not recommended,Major,,Theoretical
5708,chlorpheniramine,sufentanil,ileus paralytic,10021333,Micromedex,,Not recommended,Major,,Theoretical
5709,paroxetine,meperidine,ileus paralytic,10021333,Micromedex,,Take into consideration,Major,,Theoretical
5710,paroxetine,tapentadol,ileus paralytic,10021333,Micromedex,,Take into consideration,Major,,Theoretical
5711,imipramine,meperidine,ileus paralytic,10021333,Micromedex,,Take into consideration,Major,,Theoretical
5712,imipramine,tapentadol,ileus paralytic,10021333,Micromedex,,Take into consideration,Major,,Theoretical
5713,clomipramine,meperidine,ileus paralytic,10021333,Micromedex,,Take into consideration,Major,,Theoretical
5714,clomipramine,tapentadol,ileus paralytic,10021333,Micromedex,,Take into consideration,Major,,Theoretical
5715,meperidine,safinamide,toxicity to various agents,10070863,Micromedex,Severe,Contraindicated,Contraindicated,Theoretical,Theoretical
5716,meperidine,linezolid,toxicity to various agents,10070863,Micromedex,,Contraindicated,Contraindicated,,Theoretical
5717,meperidine,moclobemide,toxicity to various agents,10070863,Micromedex,,Contraindicated,Contraindicated,,Theoretical
5718,tramadol,linezolid,toxicity to various agents,10070863,Micromedex,,Not recommended,Contraindicated,,Theoretical
5719,tramadol,moclobemide,toxicity to various agents,10070863,Micromedex,,Not recommended,Contraindicated,,Theoretical
5720,rasagiline,meperidine,toxicity to various agents,10070863,Micromedex,Severe,Contraindicated,Contraindicated,Theoretical,Theoretical
5721,rasagiline,tramadol,toxicity to various agents,10070863,Micromedex,,Take into consideration,Contraindicated,,Theoretical
5722,phenelzine,meperidine,toxicity to various agents,10070863,Micromedex,Severe,Contraindicated,Contraindicated,Study,Theoretical
5723,phenelzine,tramadol,toxicity to various agents,10070863,Micromedex,Severe,Contraindicated,Contraindicated,Study,Theoretical
5724,selegiline,meperidine,toxicity to various agents,10070863,Micromedex,Severe,Contraindicated,Contraindicated,Anecdotal,Theoretical
5725,selegiline,tramadol,toxicity to various agents,10070863,Micromedex,,Take into consideration,Contraindicated,,Theoretical
5726,methylene blue,meperidine,toxicity to various agents,10070863,Micromedex,,Contraindicated,Contraindicated,,Theoretical
5727,methylene blue,tramadol,toxicity to various agents,10070863,Micromedex,,Not recommended,Contraindicated,,Theoretical
5728,meperidine,trimeprazine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5729,meperidine,trimeprazine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5730,meperidine,nitrazepam,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5731,meperidine,nitrazepam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5732,meperidine,zopiclone,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5733,meperidine,zopiclone,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5734,meperidine,clobazam,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5735,meperidine,clobazam,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5736,meperidine,amisulpride,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5737,meperidine,amisulpride,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5738,meperidine,dexmedetomidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5739,meperidine,dexmedetomidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5740,meperidine,sulpiride,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5741,meperidine,sulpiride,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5742,meperidine,perampanel,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5743,meperidine,perampanel,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5744,thiopental,meperidine,depressed level of consciousness,10012373,Micromedex,,Take into consideration,Major,,Theoretical
5745,thiopental,meperidine,respiratory depression,10038678,Micromedex,,Take into consideration,Major,,Theoretical
5746,midazolam,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5747,midazolam,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5748,baclofen,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5749,baclofen,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5750,diazepam,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5751,diazepam,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5752,oxazepam,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5753,oxazepam,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5754,phenobarbital,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5755,phenobarbital,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5756,droperidol,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5757,droperidol,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5758,zolpidem,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5759,zolpidem,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5760,primidone,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
5761,primidone,meperidine,respiratory depression,10038678,Micromedex,,Not recommended,Major,,Theoretical
5762,flurazepam,meperidine,depressed level of consciousness,10012373,Micromedex,,Not recommended,Major,,Theoretical
