,source,target,rel,SOURCE
35641,fluticasone,dysphonia,Adverse event,SIDER
35644,fluticasone,ecchymosis,Adverse event,SIDER
35647,fluticasone,eczema herpeticum,Adverse event,SIDER
35648,fluticasone,eczema infected,Adverse event,SIDER
35650,fluticasone,epistaxis,Adverse event,SIDER
35655,fluticasone,eye irritation,Adverse event,SIDER
35656,fluticasone,eyelid oedema,Adverse event,SIDER
35657,fluticasone,face oedema,Adverse event,SIDER
35668,fluticasone,gastrointestinal signs and symptoms,Adverse event,SIDER
35671,fluticasone,glycosuria,Adverse event,SIDER
35672,fluticasone,growth retardation,Adverse event,SIDER
35684,fluticasone,hypertrichosis,Adverse event,SIDER
35685,fluticasone,hypertrichosis,Adverse event,BNF
35687,fluticasone,hypogeusia,Adverse event,SIDER
35688,fluticasone,ill-defined disorder,Adverse event,SIDER
35689,fluticasone,immune system disorder,Adverse event,SIDER
35690,fluticasone,impaired healing,Adverse event,SIDER
35693,fluticasone,infestation,Adverse event,SIDER
35696,fluticasone,influenza like illness,Adverse event,SIDER
35698,fluticasone,intervertebral disc protrusion,Adverse event,SIDER
35704,fluticasone,laryngeal pain,Adverse event,SIDER
35706,fluticasone,leukocytoclastic vasculitis,Adverse event,SIDER
35707,fluticasone,leukoderma,Adverse event,SIDER
35709,fluticasone,"lid, lash and lacrimal infections, irritations and inflammations",Adverse event,SIDER
35710,fluticasone,local reaction,Adverse event,BNF
35719,fluticasone,miliaria,Adverse event,SIDER
35720,fluticasone,mouth ulceration,Adverse event,SIDER
35722,fluticasone,muscle injury,Adverse event,SIDER
35730,fluticasone,nasal discomfort,Adverse event,SIDER
35731,fluticasone,nasal dryness,Adverse event,SIDER
35734,fluticasone,nasal septum perforation,Adverse event,SIDER
35735,fluticasone,nasal septum ulceration,Adverse event,SIDER
35736,fluticasone,nasal ulcer,Adverse event,SIDER
35744,fluticasone,oral discomfort,Adverse event,SIDER
35748,fluticasone,oropharyngeal swelling,Adverse event,SIDER
35749,fluticasone,osteopenia,Adverse event,SIDER
35752,fluticasone,pain of skin,Adverse event,SIDER
35754,fluticasone,paralysis,Adverse event,SIDER
35755,fluticasone,perioral dermatitis,Adverse event,SIDER
35766,fluticasone,rash erythematous,Adverse event,SIDER
35770,fluticasone,rhinalgia,Adverse event,SIDER
35790,fluticasone,skin atrophy,Adverse event,SIDER
35791,fluticasone,skin depigmentation,Adverse event,BNF
35792,fluticasone,skin discolouration,Adverse event,SIDER
35796,fluticasone,skin irritation,Adverse event,SIDER
35797,fluticasone,skin papilloma,Adverse event,SIDER
35798,fluticasone,skin reaction,Adverse event,BNF
35799,fluticasone,skin striae,Adverse event,SIDER
35804,fluticasone,stomatitis,Adverse event,SIDER
35807,fluticasone,telangiectasia,Adverse event,SIDER
35808,fluticasone,telangiectasia,Adverse event,BNF
35810,fluticasone,throat irritation,Adverse event,SIDER
35811,fluticasone,throat tightness,Adverse event,SIDER
35813,fluticasone,tongue disorder,Adverse event,SIDER
35814,fluticasone,tooth discolouration,Adverse event,SIDER
35822,fluticasone,upper-airway cough syndrome,Adverse event,SIDER
35825,fluticasone,viral diarrhoea,Adverse event,SIDER
35828,fluticasone,visual impairment,Adverse event,SIDER
35833,fluticasone,wheezing,Adverse event,SIDER
35837,fluvastatin,abdominal pain upper,Adverse event,SIDER
35841,fluvastatin,alopecia,Adverse event,SIDER
35842,fluvastatin,alopecia,Adverse event,BNF
35849,fluvastatin,antinuclear antibody positive,Adverse event,SIDER
35861,fluvastatin,blood and lymphatic system disorders,Adverse event,SIDER
35862,fluvastatin,blood creatine phosphokinase increased,Adverse event,SIDER
35893,fluvastatin,drug reaction with eosinophilia and systemic symptoms,Adverse event,SIDER
35894,fluvastatin,dysaesthesia,Adverse event,SIDER
35899,fluvastatin,dyspnoea exertional,Adverse event,SIDER
35901,fluvastatin,eosinophilia,Adverse event,SIDER
35903,fluvastatin,eructation,Adverse event,SIDER
35906,fluvastatin,face oedema,Adverse event,SIDER
35907,fluvastatin,face oedema,Adverse event,BNF
35908,fluvastatin,facial paresis,Adverse event,SIDER
35915,fluvastatin,gastric disorder,Adverse event,SIDER
35925,fluvastatin,hepatic necrosis,Adverse event,SIDER
35928,fluvastatin,hepatobiliary disease,Adverse event,SIDER
35940,fluvastatin,iiird nerve paralysis,Adverse event,SIDER
35941,fluvastatin,ill-defined disorder,Adverse event,SIDER
35942,fluvastatin,immune system disorder,Adverse event,SIDER
35943,fluvastatin,immune-mediated necrotising myopathy,Adverse event,SIDER
35945,fluvastatin,infestation,Adverse event,SIDER
35947,fluvastatin,influenza like illness,Adverse event,SIDER
35953,fluvastatin,lenticular opacities,Adverse event,SIDER
35959,fluvastatin,lupus-like syndrome,Adverse event,BNF
35966,fluvastatin,muscle swelling,Adverse event,SIDER
35973,fluvastatin,myoglobin urine present,Adverse event,SIDER
35974,fluvastatin,myoglobinuria,Adverse event,SIDER
35975,fluvastatin,myopathy,Adverse event,SIDER
35976,fluvastatin,myopathy,Adverse event,BNF
35985,fluvastatin,nodule,Adverse event,SIDER
35987,fluvastatin,ophthalmoplegia,Adverse event,SIDER
35990,fluvastatin,pain in extremity,Adverse event,SIDER
35996,fluvastatin,peripheral nerve palsy,Adverse event,SIDER
36006,fluvastatin,rhabdomyolysis,Adverse event,SIDER
36012,fluvastatin,skin reaction,Adverse event,BNF
36021,fluvastatin,tooth disorder,Adverse event,SIDER
36023,fluvastatin,transaminases increased,Adverse event,SIDER
36029,fluvastatin,vascular purpura,Adverse event,SIDER
36032,fluvastatin,vertigo,Adverse event,SIDER
36033,fluvastatin,viith nerve paralysis,Adverse event,SIDER
36034,fluvastatin,visual impairment,Adverse event,SIDER
36042,fluvoxamine,abnormal dreams,Adverse event,SIDER
36046,fluvoxamine,activation syndrome,Adverse event,SIDER
36048,fluvoxamine,administration site reaction,Adverse event,SIDER
36050,fluvoxamine,ageusia,Adverse event,SIDER
36056,fluvoxamine,akinesia,Adverse event,SIDER
36057,fluvoxamine,alcohol intolerance,Adverse event,SIDER
36058,fluvoxamine,alopecia,Adverse event,SIDER
36059,fluvoxamine,alopecia,Adverse event,BNF
36060,fluvoxamine,amblyopia,Adverse event,SIDER
36072,fluvoxamine,anorgasmia,Adverse event,SIDER
36077,fluvoxamine,apathy,Adverse event,SIDER
36080,fluvoxamine,appetite disorder,Adverse event,BNF
36081,fluvoxamine,application site reaction,Adverse event,SIDER
36097,fluvoxamine,blood and lymphatic system disorders,Adverse event,SIDER
36098,fluvoxamine,blood glucose increased,Adverse event,SIDER
36099,fluvoxamine,blood lactate dehydrogenase increased,Adverse event,SIDER
36106,fluvoxamine,breath odour,Adverse event,SIDER
36108,fluvoxamine,bruxism,Adverse event,SIDER
36114,fluvoxamine,cardio-respiratory arrest,Adverse event,SIDER
36117,fluvoxamine,central nervous system neoplasm,Adverse event,SIDER
36121,fluvoxamine,cholecystitis,Adverse event,SIDER
36122,fluvoxamine,cholelithiasis,Adverse event,SIDER
36131,fluvoxamine,conversion disorder,Adverse event,SIDER
36137,fluvoxamine,crying,Adverse event,SIDER
36146,fluvoxamine,dental caries,Adverse event,SIDER
36148,fluvoxamine,depersonalisation/derealisation disorder,Adverse event,BNF
36149,fluvoxamine,depressed level of consciousness,Adverse event,SIDER
36154,fluvoxamine,dermatitis allergic,Adverse event,SIDER
36161,fluvoxamine,diplopia,Adverse event,SIDER
36165,fluvoxamine,disturbance in sexual arousal,Adverse event,SIDER
36170,fluvoxamine,drug withdrawal syndrome neonatal,Adverse event,SIDER
36171,fluvoxamine,drug withdrawal syndrome neonatal,Adverse event,BNF
36172,fluvoxamine,dry eye,Adverse event,SIDER
36176,fluvoxamine,dysarthria,Adverse event,SIDER
36182,fluvoxamine,dysphonia,Adverse event,SIDER
36185,fluvoxamine,dysuria,Adverse event,SIDER
36187,fluvoxamine,ecchymosis,Adverse event,SIDER
36189,fluvoxamine,ejaculation delayed,Adverse event,SIDER
36190,fluvoxamine,ejaculation disorder,Adverse event,SIDER
36191,fluvoxamine,electric shock,Adverse event,SIDER
36194,fluvoxamine,electrocardiogram st segment,Adverse event,SIDER
36199,fluvoxamine,epistaxis,Adverse event,SIDER
36201,fluvoxamine,eructation,Adverse event,SIDER
36207,fluvoxamine,eye pain,Adverse event,SIDER
36208,fluvoxamine,face oedema,Adverse event,SIDER
36209,fluvoxamine,faecal incontinence,Adverse event,SIDER
36212,fluvoxamine,feeling drunk,Adverse event,SIDER
36213,fluvoxamine,feeling jittery,Adverse event,SIDER
36214,fluvoxamine,female sexual dysfunction,Adverse event,SIDER
36215,fluvoxamine,flat affect,Adverse event,SIDER
36221,fluvoxamine,gait disturbance,Adverse event,SIDER
36226,fluvoxamine,gastrointestinal carcinoma,Adverse event,SIDER
36230,fluvoxamine,gastrointestinal ulcer,Adverse event,SIDER
36235,fluvoxamine,glossitis,Adverse event,SIDER
36236,fluvoxamine,glossodynia,Adverse event,SIDER
36237,fluvoxamine,goitre,Adverse event,SIDER
36238,fluvoxamine,haematemesis,Adverse event,SIDER
36239,fluvoxamine,haematospermia,Adverse event,SIDER
36240,fluvoxamine,haematuria,Adverse event,SIDER
36242,fluvoxamine,haemoptysis,Adverse event,SIDER
36248,fluvoxamine,hangover,Adverse event,SIDER
36251,fluvoxamine,heart alternation,Adverse event,SIDER
36252,fluvoxamine,heart rate irregular,Adverse event,SIDER
36253,fluvoxamine,hemiplegia,Adverse event,SIDER
36254,fluvoxamine,henoch-schonlein purpura,Adverse event,SIDER
36259,fluvoxamine,hepatobiliary disease,Adverse event,SIDER
36261,fluvoxamine,hernia,Adverse event,SIDER
36266,fluvoxamine,homicidal ideation,Adverse event,SIDER
36268,fluvoxamine,hyperacusis,Adverse event,SIDER
36269,fluvoxamine,hyperaesthesia,Adverse event,SIDER
36282,fluvoxamine,hyperventilation,Adverse event,SIDER
36284,fluvoxamine,hypochondriasis,Adverse event,SIDER
36288,fluvoxamine,hypomenorrhoea,Adverse event,SIDER
36289,fluvoxamine,hyponatraemia,Adverse event,SIDER
36290,fluvoxamine,hyponatraemia,Adverse event,BNF
36291,fluvoxamine,hyporeflexia,Adverse event,SIDER
36295,fluvoxamine,ileus,Adverse event,SIDER
36296,fluvoxamine,ill-defined disorder,Adverse event,SIDER
36297,fluvoxamine,inappropriate antidiuretic hormone secretion,Adverse event,SIDER
36298,fluvoxamine,inappropriate antidiuretic hormone secretion,Adverse event,BNF
36299,fluvoxamine,increased appetite,Adverse event,SIDER
36304,fluvoxamine,intentional self-injury,Adverse event,SIDER
36306,fluvoxamine,intestinal obstruction,Adverse event,SIDER
36309,fluvoxamine,lacrimal disorder,Adverse event,SIDER
36310,fluvoxamine,lacrimal structural disorder,Adverse event,SIDER
36313,fluvoxamine,lethargy,Adverse event,SIDER
36316,fluvoxamine,libido decreased,Adverse event,SIDER
36317,fluvoxamine,libido increased,Adverse event,SIDER
36320,fluvoxamine,liver function test abnormal,Adverse event,SIDER
36322,fluvoxamine,lymphadenopathy,Adverse event,SIDER
36330,fluvoxamine,melaena,Adverse event,SIDER
36333,fluvoxamine,menstrual disorder,Adverse event,SIDER
36334,fluvoxamine,menstruation delayed,Adverse event,SIDER
36335,fluvoxamine,menstruation irregular,Adverse event,BNF
36338,fluvoxamine,metrorrhagia,Adverse event,SIDER
36339,fluvoxamine,micturition disorder,Adverse event,SIDER
36343,fluvoxamine,mouth ulceration,Adverse event,SIDER
36346,fluvoxamine,muscle relaxant therapy,Adverse event,SIDER
36352,fluvoxamine,mutism,Adverse event,SIDER
36359,fluvoxamine,myopathy,Adverse event,SIDER
36397,fluvoxamine,paralysis,Adverse event,SIDER
36398,fluvoxamine,paranoia,Adverse event,SIDER
36400,fluvoxamine,parosmia,Adverse event,SIDER
36401,fluvoxamine,pelvic pain,Adverse event,SIDER
36403,fluvoxamine,pericarditis,Adverse event,SIDER
36404,fluvoxamine,peripheral coldness,Adverse event,SIDER
36407,fluvoxamine,phlebitis,Adverse event,SIDER
36416,fluvoxamine,porphyrin metabolism disorder,Adverse event,SIDER
36418,fluvoxamine,priapism,Adverse event,SIDER
36419,fluvoxamine,proctalgia,Adverse event,SIDER
36420,fluvoxamine,prostatic disorder,Adverse event,SIDER
36424,fluvoxamine,pulmonary infarction,Adverse event,SIDER
36426,fluvoxamine,pyrexia,Adverse event,BNF
36428,fluvoxamine,rash maculo-papular,Adverse event,SIDER
36429,fluvoxamine,rectal haemorrhage,Adverse event,SIDER
36430,fluvoxamine,rectal tenesmus,Adverse event,SIDER
36436,fluvoxamine,renal pain,Adverse event,SIDER
36437,fluvoxamine,retinal detachment,Adverse event,SIDER
36438,fluvoxamine,rhabdomyolysis,Adverse event,SIDER
36441,fluvoxamine,salivary hypersecretion,Adverse event,SIDER
36443,fluvoxamine,scotoma,Adverse event,SIDER
36444,fluvoxamine,screaming,Adverse event,SIDER
36447,fluvoxamine,self injurious behaviour,Adverse event,SIDER
36448,fluvoxamine,self-injurious ideation,Adverse event,SIDER
36449,fluvoxamine,serotonin syndrome,Adverse event,SIDER
36450,fluvoxamine,serotonin syndrome,Adverse event,BNF
36455,fluvoxamine,skin discolouration,Adverse event,SIDER
36456,fluvoxamine,skin reaction,Adverse event,BNF
36462,fluvoxamine,somnolence neonatal,Adverse event,SIDER
36465,fluvoxamine,stomatitis,Adverse event,SIDER
36477,fluvoxamine,taste disorder,Adverse event,BNF
36478,fluvoxamine,tendinous contracture,Adverse event,SIDER
36482,fluvoxamine,thinking abnormal,Adverse event,SIDER
36483,fluvoxamine,thirst,Adverse event,SIDER
36486,fluvoxamine,tinnitus,Adverse event,SIDER
36487,fluvoxamine,tinnitus,Adverse event,BNF
36488,fluvoxamine,tongue discolouration,Adverse event,SIDER
36489,fluvoxamine,tongue disorder,Adverse event,SIDER
36490,fluvoxamine,tongue oedema,Adverse event,SIDER
36491,fluvoxamine,tooth disorder,Adverse event,SIDER
36494,fluvoxamine,torticollis,Adverse event,SIDER
36498,fluvoxamine,trismus,Adverse event,SIDER
36500,fluvoxamine,unintended pregnancy,Adverse event,SIDER
36511,fluvoxamine,vaginal haemorrhage,Adverse event,SIDER
36514,fluvoxamine,vascular purpura,Adverse event,SIDER
36517,fluvoxamine,vertigo,Adverse event,SIDER
36520,fluvoxamine,visual impairment,Adverse event,SIDER
36521,fluvoxamine,visual impairment,Adverse event,BNF
36529,fluvoxamine,yawning,Adverse event,SIDER
36530,fluvoxamine,yawning,Adverse event,BNF
36546,fondaparinux,aspartate aminotransferase increased,Adverse event,SIDER
36551,fondaparinux,blood and lymphatic system disorders,Adverse event,SIDER
36556,fondaparinux,cardiac tamponade,Adverse event,SIDER
36581,fondaparinux,epistaxis,Adverse event,SIDER
36582,fondaparinux,eye haemorrhage,Adverse event,SIDER
36592,fondaparinux,gingival bleeding,Adverse event,SIDER
36594,fondaparinux,haematuria,Adverse event,SIDER
36597,fondaparinux,haemoglobin decreased,Adverse event,SIDER
36598,fondaparinux,haemoptysis,Adverse event,SIDER
36602,fondaparinux,haemorrhage intracranial,Adverse event,SIDER
36603,fondaparinux,haemorrhagic stroke,Adverse event,SIDER
36606,fondaparinux,heparin-induced thrombocytopenia,Adverse event,SIDER
36610,fondaparinux,hepatobiliary disease,Adverse event,SIDER
36622,fondaparinux,immune system disorder,Adverse event,SIDER
36624,fondaparinux,infestation,Adverse event,SIDER
36628,fondaparinux,local reaction,Adverse event,SIDER
36639,fondaparinux,oedema genital,Adverse event,SIDER
36640,fondaparinux,oedema genital,Adverse event,BNF
36643,fondaparinux,pain in extremity,Adverse event,SIDER
36644,fondaparinux,pain in extremity,Adverse event,BNF
36645,fondaparinux,platelet disorder,Adverse event,BNF
36646,fondaparinux,post procedural haemorrhage,Adverse event,SIDER
36649,fondaparinux,procedural site reaction,Adverse event,SIDER
36650,fondaparinux,prothrombin level decreased,Adverse event,SIDER
36654,fondaparinux,pyrexia,Adverse event,BNF
36656,fondaparinux,retroperitoneal haemorrhage,Adverse event,SIDER
36659,fondaparinux,skin reaction,Adverse event,BNF
36662,fondaparinux,spinal haematoma,Adverse event,SIDER
36671,fondaparinux,thrombosis in device,Adverse event,SIDER
36674,fondaparinux,vascular purpura,Adverse event,SIDER
36675,fondaparinux,vasodilatation,Adverse event,BNF
36677,fondaparinux,vertigo,Adverse event,SIDER
36678,fondaparinux,vertigo,Adverse event,BNF
36681,fondaparinux,wound secretion,Adverse event,SIDER
36682,fondaparinux,wound secretion,Adverse event,BNF
36687,fosamprenavir,alopecia,Adverse event,BNF
36692,fosamprenavir,appetite disorder,Adverse event,BNF
36694,fosamprenavir,aspartate aminotransferase increased,Adverse event,SIDER
36698,fosamprenavir,basedow's disease,Adverse event,SIDER
36702,fosamprenavir,breast enlargement,Adverse event,SIDER
36719,fosamprenavir,fat redistribution,Adverse event,SIDER
36735,fosamprenavir,hyperlactacidaemia,Adverse event,SIDER
36741,fosamprenavir,immune reconstitution inflammatory syndrome,Adverse event,BNF
36742,fosamprenavir,immune system disorder,Adverse event,SIDER
36747,fosamprenavir,lipase increased,Adverse event,SIDER
36748,fosamprenavir,lipodystrophy acquired,Adverse event,SIDER
36749,fosamprenavir,lipohypertrophy,Adverse event,SIDER
36753,fosamprenavir,mouth ulceration,Adverse event,BNF
36754,fosamprenavir,muscle related signs and symptoms nec,Adverse event,BNF
36767,fosamprenavir,osteonecrosis,Adverse event,SIDER
36768,fosamprenavir,osteonecrosis,Adverse event,BNF
36770,fosamprenavir,paraesthesia oral,Adverse event,SIDER
36771,fosamprenavir,paraesthesia oral,Adverse event,BNF
36773,fosamprenavir,pyrexia,Adverse event,BNF
36775,fosamprenavir,rhabdomyolysis,Adverse event,SIDER
36778,fosamprenavir,skin reaction,Adverse event,BNF
36783,fosamprenavir,taste disorder,Adverse event,BNF
36792,foscarnet,acidosis,Adverse event,SIDER
36793,foscarnet,acidosis,Adverse event,BNF
36800,foscarnet,albumin globulin ratio abnormal,Adverse event,SIDER
36809,foscarnet,aphasia,Adverse event,SIDER
36812,foscarnet,aspartate aminotransferase increased,Adverse event,SIDER
36820,foscarnet,blood alkaline phosphatase increased,Adverse event,SIDER
36821,foscarnet,blood creatinine decreased,Adverse event,SIDER
36822,foscarnet,blood creatinine increased,Adverse event,SIDER
36823,foscarnet,blood lactate dehydrogenase increased,Adverse event,SIDER
36824,foscarnet,blood urea increased,Adverse event,SIDER
36827,foscarnet,cachexia,Adverse event,SIDER
36838,foscarnet,congenital eye disorder,Adverse event,SIDER
36853,foscarnet,depressed level of consciousness,Adverse event,SIDER
